Target,Target_Namespace,Target_Type,Target_Method,Job_Id,Job_AnalyzeLaunchVariance,Job_EvaluateOverhead,Job_MaxAbsoluteError,Job_MaxRelativeError,Job_MinInvokeCount,Job_MinIterationTime,Job_OutlierMode,Job_Affinity,Job_EnvironmentVariables,Job_Jit,Job_LargeAddressAware,Job_Platform,Job_PowerPlanMode,Job_Runtime,Job_AllowVeryLargeObjects,Job_Concurrent,Job_CpuGroups,Job_Force,Job_HeapAffinitizeMask,Job_HeapCount,Job_NoAffinitize,Job_RetainVm,Job_Server,Job_Arguments,Job_BuildConfiguration,Job_Clock,Job_EngineFactory,Job_NuGetReferences,Job_Toolchain,Job_IsMutator,Job_InvocationCount,Job_IterationCount,Job_IterationTime,Job_LaunchCount,Job_MaxIterationCount,Job_MaxWarmupIterationCount,Job_MemoryRandomization,Job_MinIterationCount,Job_MinWarmupIterationCount,Job_RunStrategy,Job_UnrollFactor,Job_WarmupCount,Job_Display,Params,Measurement_LaunchIndex,Measurement_IterationMode,Measurement_IterationStage,Measurement_IterationIndex,Measurement_Nanoseconds,Measurement_Operations,Measurement_Value,Gen_0,Gen_1,Gen_2,Allocated_Bytes
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Pilot,15,50913417,262144,194.22,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Pilot,16,102308958,524288,195.14,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Pilot,17,204461333,1048576,194.99,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Pilot,18,408083292,2097152,194.59,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Pilot,19,809546875,4194304,193.01,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Warmup,1,8619375,4194304,2.06,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Warmup,2,8726625,4194304,2.08,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Warmup,3,8691250,4194304,2.07,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Warmup,4,8836584,4194304,2.11,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Warmup,5,8575208,4194304,2.04,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Actual,1,8982167,4194304,2.14,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Actual,2,8719334,4194304,2.08,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Actual,3,8731334,4194304,2.08,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Actual,4,8945916,4194304,2.13,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Actual,5,8711792,4194304,2.08,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Actual,6,8871875,4194304,2.12,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Actual,7,8559667,4194304,2.04,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Actual,8,8842750,4194304,2.11,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Actual,9,8662208,4194304,2.07,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Actual,10,8757958,4194304,2.09,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Actual,11,8842084,4194304,2.11,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Actual,12,8720250,4194304,2.08,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Actual,13,8861500,4194304,2.11,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Actual,14,8658625,4194304,2.06,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Overhead,Actual,15,9037333,4194304,2.15,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Warmup,1,815318042,4194304,194.39,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Warmup,2,841443500,4194304,200.62,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Warmup,3,809692250,4194304,193.05,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Warmup,4,818245750,4194304,195.08,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Warmup,5,834641375,4194304,198.99,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Warmup,6,814476583,4194304,194.19,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Actual,1,826305541,4194304,197.01,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Actual,2,934267083,4194304,222.75,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Actual,3,826546583,4194304,197.06,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Actual,4,841275416,4194304,200.58,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Actual,5,822316000,4194304,196.06,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Actual,6,816017916,4194304,194.55,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Actual,7,812795959,4194304,193.79,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Actual,8,812092458,4194304,193.62,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Actual,9,827874375,4194304,197.38,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Actual,10,874766167,4194304,208.56,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Actual,11,823307916,4194304,196.29,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Actual,12,823125334,4194304,196.25,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Actual,13,834676292,4194304,199,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Actual,14,826343875,4194304,197.02,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Actual,15,818278625,4194304,195.09,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Result,1,817547583,4194304,194.92,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Result,2,817788625,4194304,194.98,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Result,3,832517458,4194304,198.49,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Result,4,813558042,4194304,193.97,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Result,5,807259958,4194304,192.47,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Result,6,804038001,4194304,191.7,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Result,7,803334500,4194304,191.53,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Result,8,819116417,4194304,195.29,0,0,0,0
PhysicsBenchmark.ClearForces,PhysicsCSAlevlProject,PhysicsBenchmark,ClearForces,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 8.0(Runtime=.NET 8.0),,1,Workload,Result,9,814549958,4194304,194.2,0,0,0,0
